trans_id,user_id,merchant_id,device_id,amount,timestamp
t_96,user_2949,merch_421,device_1924,1383.98,2025-10-12T01:08:43.020499
t_97,user_2151,merch_1848,device_1936,3425.17,2025-12-10T06:38:41.020499
t_98,user_2132,merch_1529,device_1938,423.36,2025-12-09T05:07:31.020499
t_99,user_3387,merch_2417,device_951,1245.04,2025-11-27T18:23:23.020499
t_100,user_2124,merch_1886,device_943,2218.15,2025-12-17T08:22:55.020499
t_101,user_2284,merch_1933,device_1942,618.08,2025-10-08T15:15:35.020499
t_102,user_777,merch_579,device_1703,1104.49,2025-10-29T22:19:32.020499
t_103,user_3622,merch_278,device_1920,735.03,2025-11-01T22:07:09.020499
t_104,user_1889,merch_754,device_827,474.24,2025-10-29T13:45:09.020499
t_105,user_2511,merch_2483,device_1455,6265.15,2025-11-08T15:08:19.020499
t_106,user_3701,merch_898,device_1810,3778.05,2025-10-15T20:37:46.020499
t_107,user_370,merch_2180,device_511,891.97,2025-12-14T05:55:09.020499
t_108,user_736,merch_1311,device_1282,310.29,2025-11-02T02:07:27.020499
t_109,user_554,merch_749,device_348,809.43,2025-10-24T20:13:51.020499
t_110,user_1846,merch_889,device_1569,2459.89,2025-10-25T14:19:21.036172
t_111,user_2417,merch_802,device_257,3244.87,2025-11-09T00:08:02.036172
t_112,user_3614,merch_2184,device_209,725.79,2025-12-20T07:37:51.036172
t_113,user_1327,merch_767,device_1533,353.02,2025-12-13T07:22:59.036172
t_114,user_2942,merch_649,device_1708,925.23,2025-12-06T10:02:29.036172
t_115,user_467,merch_1522,device_991,7000.0,2025-12-12T17:57:57.036172
t_116,user_349,merch_246,device_1035,5382.08,2025-10-12T23:14:43.036172
t_117,user_2977,merch_2139,device_301,1657.32,2025-12-21T15:40:33.036172
t_118,user_2507,merch_1838,device_628,1660.28,2025-12-24T04:51:29.036172
t_119,user_2254,merch_1398,device_140,684.21,2025-11-09T17:04:42.036172
t_120,user_3736,merch_1973,device_174,938.95,2025-10-08T19:33:06.036172
t_121,user_664,merch_626,device_1418,2503.18,2025-10-30T09:14:16.036172
t_122,user_3150,merch_1137,device_701,5372.21,2025-10-31T16:16:48.036172
t_123,user_1261,merch_205,device_800,423.45,2025-10-06T07:22:14.036172
t_124,user_1182,merch_1494,device_1263,4860.44,2025-10-21T15:59:44.036172
t_125,user_3680,merch_251,device_1957,2344.04,2025-12-07T10:31:12.036172
t_126,user_14,merch_2468,device_996,2164.95,2025-11-10T00:26:04.036172
t_127,user_50,merch_2073,device_133,4576.17,2025-10-19T15:17:30.036172
t_128,user_2226,merch_1193,device_1217,2441.0,2025-11-07T10:25:20.036172
t_129,user_974,merch_129,device_147,211.58,2025-11-19T23:53:50.036172
t_130,user_1858,merch_2072,device_835,1336.76,2025-12-24T13:23:50.036172
t_131,user_2462,merch_535,device_827,742.89,2025-11-07T15:23:46.036172
t_132,user_3613,merch_1964,device_131,535.91,2025-10-08T03:18:23.036172
t_133,user_3359,merch_573,device_418,1100.31,2025-12-20T00:00:51.036172
t_134,user_200,merch_686,device_1920,962.36,2025-12-19T09:17:23.036172
t_135,user_2675,merch_1731,device_911,726.28,2025-10-11T07:57:34.036172
t_136,user_3497,merch_454,device_1647,1050.6,2025-11-14T21:51:06.036172
t_137,user_1356,merch_758,device_784,3496.79,2025-12-22T21:47:12.051833
t_138,user_446,merch_2373,device_387,930.46,2025-10-17T04:38:32.051833
t_139,user_660,merch_487,device_661,1585.9,2025-12-03T03:15:36.051833
t_140,user_726,merch_2319,device_1777,1743.74,2025-11-24T07:16:17.051833
t_141,user_3815,merch_1354,device_1120,573.4,2025-11-01T11:56:56.051833
t_142,user_1322,merch_33,device_871,431.04,2025-12-16T02:26:24.051833
t_143,user_3359,merch_151,device_969,578.65,2025-10-23T16:24:44.051833
t_144,user_3106,merch_976,device_1065,1064.34,2025-12-07T05:13:26.051833
t_145,user_265,merch_279,device_1257,7000.0,2025-12-09T15:17:12.051833
t_146,user_499,merch_1131,device_1846,618.98,2025-12-04T11:43:29.051833
t_147,user_1348,merch_144,device_1500,577.7,2025-10-06T04:15:30.051833
t_148,user_859,merch_2237,device_1809,334.51,2025-11-22T20:22:15.051833
t_149,user_447,merch_959,device_1161,4504.03,2025-12-10T11:01:57.051833
t_150,user_359,merch_809,device_461,3734.69,2025-11-21T04:26:47.051833
t_151,user_1749,merch_1635,device_43,393.52,2025-11-14T20:33:01.051833
t_152,user_1063,merch_318,device_672,3896.65,2025-10-01T05:17:32.051833
t_153,user_3797,merch_2140,device_1795,568.59,2025-12-04T13:37:37.051833
t_154,user_2033,merch_1442,device_1688,460.52,2025-12-06T00:17:14.051833
t_155,user_2017,merch_2318,device_1226,1217.61,2025-11-06T19:16:56.067905
t_156,user_2902,merch_1597,device_286,2392.86,2025-12-04T09:44:48.067905
t_157,user_6,merch_80,device_1627,1507.82,2025-10-25T19:15:47.067905
t_158,user_2561,merch_2026,device_697,750.87,2025-10-20T10:28:02.067905
t_159,user_3275,merch_814,device_497,3862.17,2025-11-26T10:44:04.067905
t_160,user_1695,merch_268,device_1264,549.23,2025-10-06T19:51:38.067905
t_161,user_2295,merch_1455,device_1752,2384.4,2025-11-19T12:25:15.067905
t_162,user_869,merch_388,device_926,1685.57,2025-10-31T16:52:23.067905
t_163,user_2826,merch_1793,device_1158,5939.17,2025-12-17T03:09:05.067905
t_164,user_1260,merch_1470,device_1536,2058.58,2025-12-26T07:46:20.067905
t_165,user_1326,merch_1644,device_646,1207.3,2025-11-14T21:49:14.067905
t_166,user_2809,merch_291,device_35,645.64,2025-11-29T13:51:03.067905
t_167,user_2967,merch_2090,device_1034,2590.55,2025-10-23T04:24:30.067905
t_168,user_3408,merch_1278,device_164,843.61,2025-10-30T09:49:38.067905
t_169,user_3415,merch_714,device_1829,1356.92,2025-10-27T06:20:27.067905
t_170,user_3752,merch_1117,device_174,1055.96,2025-11-14T11:00:52.067905
t_171,user_2644,merch_1313,device_1384,316.59,2025-11-26T02:25:14.067905
t_172,user_2569,merch_926,device_35,579.42,2025-11-05T23:07:53.067905
t_173,user_3669,merch_729,device_923,7000.0,2025-10-06T19:05:32.067905
t_174,user_3800,merch_1120,device_838,3425.02,2025-10-09T08:27:53.067905
t_175,user_1226,merch_131,device_431,1913.36,2025-11-13T16:39:59.067905
t_176,user_2274,merch_1498,device_1926,2401.28,2025-12-24T04:13:05.067905
t_177,user_2365,merch_2358,device_734,404.02,2025-11-06T16:58:08.067905
t_178,user_271,merch_988,device_1548,3454.97,2025-10-10T03:33:44.067905
t_179,user_3443,merch_1826,device_527,558.66,2025-10-07T11:35:09.067905
t_180,user_2566,merch_2029,device_1118,812.42,2025-12-23T03:29:38.067905
t_181,user_2338,merch_2328,device_1416,695.26,2025-11-13T12:20:36.067905
t_182,user_2437,merch_1304,device_862,7000.0,2025-12-08T16:54:23.067905
t_183,user_2888,merch_1711,device_1036,518.62,2025-12-23T02:49:36.083694
t_184,user_1112,merch_320,device_1332,7000.0,2025-11-10T02:57:18.083694
t_185,user_3592,merch_435,device_743,4051.6,2025-11-07T21:11:39.083694
t_186,user_3397,merch_1450,device_660,590.89,2025-12-13T13:06:05.083694
t_187,user_2150,merch_1687,device_146,1048.4,2025-11-23T21:39:53.083694
t_188,user_1532,merch_802,device_681,4909.43,2025-11-06T01:10:47.083694
t_189,user_3741,merch_990,device_638,2954.91,2025-11-12T09:01:05.083694
t_190,user_102,merch_1364,device_1085,1237.22,2025-10-16T12:32:41.083694
t_191,user_631,merch_2295,device_1796,738.16,2025-12-17T16:23:13.083694
t_192,user_3000,merch_1681,device_963,1106.85,2025-11-10T00:59:45.083694
t_193,user_3176,merch_2015,device_1387,3442.14,2025-11-18T16:02:12.083694
t_194,user_3367,merch_1545,device_358,900.99,2025-11-08T21:35:16.083694
t_195,user_2771,merch_400,device_359,4580.28,2025-11-25T11:04:47.083694
t_196,user_2967,merch_2411,device_421,3109.0,2025-12-16T13:31:10.083694
t_197,user_2923,merch_622,device_1016,4262.31,2025-10-10T22:56:21.083694
t_198,user_16,merch_546,device_949,1054.24,2025-10-08T17:45:01.083694
t_199,user_2814,merch_1173,device_839,1157.04,2025-12-27T02:28:55.083694
t_200,user_1365,merch_443,device_1039,422.81,2025-12-20T23:48:55.083694
t_201,user_422,merch_35,device_1109,645.22,2025-10-09T14:51:57.083694
t_202,user_92,merch_1447,device_21,5497.16,2025-10-12T13:24:45.083694
t_203,user_2616,merch_2343,device_1759,1174.15,2025-11-07T17:46:22.083694
t_204,user_821,merch_1693,device_4,1256.11,2025-11-25T20:34:41.083694
t_205,user_2180,merch_1698,device_472,552.68,2025-10-14T06:40:01.083694
t_206,user_2748,merch_434,device_237,428.23,2025-11-24T04:39:07.083694
t_207,user_645,merch_947,device_1359,493.93,2025-11-05T16:42:57.083694
t_208,user_3925,merch_996,device_1288,513.81,2025-12-18T09:22:29.083694
t_209,user_419,merch_1176,device_1649,1087.37,2025-10-02T23:14:38.083694
t_210,user_2250,merch_1674,device_302,597.96,2025-12-07T01:41:51.083694
t_211,user_3863,merch_2205,device_763,2476.7,2025-10-16T18:53:59.099575
t_212,user_2351,merch_425,device_1205,2828.78,2025-11-25T20:58:12.099575
t_213,user_1275,merch_1240,device_256,1730.11,2025-12-04T21:57:20.099575
t_214,user_2214,merch_2174,device_790,603.5,2025-10-19T12:44:51.099575
t_215,user_118,merch_1179,device_679,2079.9,2025-12-08T05:19:11.099575
t_216,user_433,merch_1445,device_104,2394.11,2025-10-15T23:55:14.099575
t_217,user_1746,merch_2322,device_1378,4109.9,2025-11-24T16:24:48.099575
t_218,user_2524,merch_1061,device_1404,659.96,2025-11-09T22:46:00.099575
t_219,user_1279,merch_276,device_380,1188.11,2025-11-01T09:07:41.099575
t_220,user_2920,merch_82,device_408,1450.35,2025-10-18T18:00:47.099575
t_221,user_321,merch_1096,device_221,2387.41,2025-12-05T14:19:55.099575
t_222,user_2325,merch_185,device_165,5696.93,2025-10-29T09:04:10.099575
t_223,user_398,merch_118,device_1261,564.47,2025-10-22T06:18:38.099575
t_224,user_1927,merch_1605,device_364,6358.71,2025-12-28T01:17:35.099575
t_225,user_588,merch_1016,device_56,2360.38,2025-10-24T03:15:03.099575
t_226,user_3739,merch_1243,device_1916,1455.47,2025-12-27T02:22:25.099575
t_227,user_2865,merch_1278,device_1136,1599.24,2025-12-22T03:43:32.099575
t_228,user_3230,merch_2195,device_1790,417.37,2025-12-06T08:25:27.099575
t_229,user_1856,merch_254,device_626,358.14,2025-10-05T09:26:50.099575
t_230,user_1946,merch_1067,device_1263,2642.05,2025-10-21T15:22:38.099575
t_231,user_1889,merch_1834,device_999,1595.69,2025-12-20T00:34:56.099575
t_232,user_3145,merch_1682,device_1779,373.28,2025-12-05T18:38:24.099575
t_233,user_2080,merch_1365,device_1056,6150.99,2025-12-04T10:04:43.099575
t_234,user_1334,merch_2470,device_231,7000.0,2025-10-03T22:24:28.099575
t_235,user_3245,merch_71,device_1035,918.12,2025-10-13T14:31:33.099575
t_236,user_2182,merch_1428,device_1942,317.63,2025-11-30T18:56:59.099575
t_237,user_977,merch_800,device_1988,2371.55,2025-11-26T07:41:12.099575
t_238,user_651,merch_806,device_509,843.98,2025-12-15T23:10:45.099575
t_239,user_270,merch_1357,device_93,6661.91,2025-10-23T20:47:51.115321
t_240,user_3212,merch_1287,device_1003,5148.54,2025-10-09T19:53:10.115321
t_241,user_3224,merch_1907,device_1106,1529.68,2025-12-04T23:01:26.115321
t_242,user_708,merch_201,device_506,976.62,2025-10-05T21:05:10.115321
t_243,user_3028,merch_1871,device_1320,1626.08,2025-12-15T03:59:39.115321
t_244,user_468,merch_2112,device_1975,2319.81,2025-12-09T21:38:03.115321
t_245,user_1332,merch_308,device_1593,416.88,2025-11-01T23:00:23.115321
t_246,user_721,merch_1997,device_1475,942.35,2025-10-28T07:42:53.115321
t_247,user_285,merch_33,device_885,1142.16,2025-10-11T19:43:19.115321
t_248,user_1341,merch_2379,device_871,425.38,2025-11-29T23:47:54.115321
t_249,user_370,merch_1544,device_1116,560.28,2025-11-07T07:37:02.115321
t_250,user_3634,merch_2312,device_953,4637.26,2025-10-21T10:03:48.115321
t_251,user_3699,merch_1194,device_907,4412.85,2025-11-24T17:39:55.115321
t_252,user_3100,merch_434,device_1276,369.0,2025-11-11T03:00:00.115321
t_253,user_1855,merch_1951,device_706,1296.11,2025-12-07T14:51:19.115321
t_254,user_2521,merch_2006,device_1872,1374.21,2025-11-22T01:26:44.115321
t_255,user_842,merch_1635,device_318,618.7,2025-11-09T20:59:30.115321
t_256,user_1227,merch_489,device_1743,3059.54,2025-10-31T12:20:36.115321
t_257,user_3762,merch_634,device_683,376.08,2025-10-05T23:47:55.115321
t_258,user_2940,merch_755,device_407,1563.68,2025-11-26T04:52:36.115321
t_259,user_365,merch_1501,device_1466,657.29,2025-10-01T18:40:28.115321
t_260,user_1655,merch_1251,device_1169,4526.9,2025-11-23T14:44:59.115321
t_261,user_255,merch_1019,device_167,1528.63,2025-12-09T04:17:59.115321
t_262,user_3964,merch_2478,device_1853,890.53,2025-11-30T01:18:47.115321
t_263,user_3361,merch_298,device_261,1916.23,2025-12-11T01:59:26.115321
t_264,user_3527,merch_2144,device_823,1764.88,2025-11-28T08:39:29.115321
t_265,user_963,merch_2187,device_1809,691.5,2025-11-05T20:40:43.115321
t_266,user_2560,merch_2030,device_132,3421.82,2025-11-23T06:17:19.131424
t_267,user_1663,merch_438,device_78,1350.75,2025-12-11T09:39:32.131424
t_268,user_865,merch_2083,device_1832,1048.21,2025-10-27T20:07:06.131424
t_269,user_569,merch_173,device_1437,1099.01,2025-11-09T11:39:39.131424
t_270,user_3454,merch_446,device_1108,3109.52,2025-12-21T05:03:36.131424
t_271,user_631,merch_1178,device_296,1077.23,2025-12-16T08:44:28.131424
t_272,user_550,merch_743,device_1495,3441.11,2025-10-24T18:29:15.131424
t_273,user_589,merch_1871,device_485,2422.0,2025-12-16T04:22:55.131424
t_274,user_2694,merch_1518,device_1036,1674.25,2025-11-10T16:02:25.131424
t_275,user_346,merch_1440,device_556,482.29,2025-11-21T21:20:28.131424
t_276,user_3523,merch_560,device_403,1875.39,2025-10-08T03:32:38.131424
t_277,user_2552,merch_218,device_290,512.4,2025-10-13T03:44:03.131424
t_278,user_1737,merch_895,device_1787,605.04,2025-11-23T05:55:21.131424
t_279,user_1575,merch_1861,device_1039,1417.11,2025-10-20T09:35:08.131424
t_280,user_1739,merch_1717,device_1023,1314.3,2025-12-11T11:53:26.131424
t_281,user_3468,merch_1553,device_463,5378.86,2025-11-12T00:14:46.131424
t_282,user_1102,merch_448,device_315,2063.48,2025-12-17T06:36:30.131424
t_283,user_2360,merch_816,device_1127,1023.52,2025-11-28T00:32:46.131424
t_284,user_2327,merch_98,device_146,1950.7,2025-12-16T18:43:53.131424
t_285,user_463,merch_1241,device_898,978.81,2025-11-01T03:27:03.131424
t_286,user_581,merch_606,device_1611,959.63,2025-10-14T02:19:16.131424
t_287,user_3519,merch_1272,device_157,1078.9,2025-11-09T03:09:17.131424
t_288,user_1904,merch_85,device_1876,394.12,2025-10-20T21:06:59.131424
t_289,user_3645,merch_342,device_1495,4109.7,2025-11-08T11:20:20.131424
t_290,user_1935,merch_201,device_1188,1038.63,2025-11-30T06:56:54.131424
t_291,user_2801,merch_35,device_1181,526.77,2025-10-26T15:21:35.131424
t_292,user_2511,merch_1989,device_1185,370.44,2025-12-25T00:11:12.131424
t_293,user_2191,merch_2201,device_396,1437.61,2025-10-31T08:30:06.131424
t_294,user_1859,merch_1526,device_1334,1963.38,2025-12-22T17:50:07.147366
t_295,user_2350,merch_551,device_58,321.87,2025-10-14T10:58:29.147366
t_296,user_1445,merch_2008,device_907,337.93,2025-12-06T17:21:25.147366
t_297,user_1184,merch_528,device_1881,1784.76,2025-11-27T08:42:04.147366
t_298,user_2977,merch_740,device_1930,1807.98,2025-10-01T04:37:44.147366
t_299,user_251,merch_512,device_1902,295.57,2025-11-27T07:19:33.147366
t_300,user_2346,merch_694,device_245,1450.68,2025-10-11T05:04:53.147366
t_301,user_3313,merch_631,device_610,5182.35,2025-10-23T10:42:15.147366
t_302,user_2557,merch_2076,device_1280,4237.42,2025-11-20T09:09:19.147366
t_303,user_337,merch_2143,device_1089,3427.18,2025-12-23T20:45:58.147366
t_304,user_3487,merch_1778,device_1685,2351.13,2025-10-13T02:14:44.147366
t_305,user_542,merch_1095,device_1848,3461.67,2025-10-22T16:04:20.147366
t_306,user_3513,merch_691,device_1915,613.23,2025-11-29T09:06:48.147366
t_307,user_2473,merch_568,device_1441,914.24,2025-10-19T23:18:40.147366
t_308,user_2699,merch_1352,device_920,2923.08,2025-12-23T09:44:30.147366
t_309,user_1070,merch_1907,device_900,843.49,2025-10-24T09:09:25.147366
t_310,user_1986,merch_796,device_1844,1056.21,2025-10-19T17:16:10.147366
t_311,user_3530,merch_825,device_1003,1397.17,2025-11-09T07:27:59.147366
t_312,user_3962,merch_1787,device_1520,4132.35,2025-11-15T12:44:28.147366
t_313,user_3430,merch_547,device_1323,1172.94,2025-10-02T14:05:31.147366
t_314,user_3155,merch_635,device_1008,1356.75,2025-11-02T20:11:34.147366
t_315,user_2973,merch_1103,device_16,400.04,2025-11-21T23:16:26.147366
t_316,user_2366,merch_1670,device_847,1799.89,2025-11-05T12:23:23.147366
t_317,user_222,merch_1760,device_1946,723.28,2025-11-28T16:42:08.147366
t_318,user_215,merch_2353,device_1575,735.52,2025-12-07T02:32:26.147366
t_319,user_1950,merch_565,device_1708,928.29,2025-12-03T18:44:38.147366
t_320,user_957,merch_1951,device_760,2155.3,2025-12-01T02:12:12.147366
t_321,user_1943,merch_992,device_1054,2971.6,2025-10-13T00:39:36.147366
t_322,user_3564,merch_776,device_1482,729.61,2025-10-26T12:36:13.163012
t_323,user_3797,merch_975,device_599,1965.97,2025-12-04T13:56:06.163012
t_324,user_2779,merch_871,device_386,2529.87,2025-11-12T19:43:40.163012
t_325,user_2797,merch_979,device_1998,3390.44,2025-09-30T14:25:00.163012
t_326,user_3758,merch_318,device_1657,4434.4,2025-11-21T21:02:41.163012
t_327,user_3916,merch_335,device_1891,5023.37,2025-11-06T21:29:31.163012
t_328,user_1372,merch_2015,device_1563,3714.69,2025-12-08T15:15:47.163012
t_329,user_1045,merch_1332,device_1246,4302.75,2025-12-07T18:47:00.163012
t_330,user_1888,merch_1454,device_1104,2286.89,2025-10-20T02:30:15.163012
t_331,user_3007,merch_1439,device_927,2897.87,2025-11-15T18:23:19.163012
t_332,user_2129,merch_1739,device_1752,2409.19,2025-12-27T03:26:59.163012
t_333,user_1283,merch_76,device_1309,647.51,2025-12-25T16:00:32.163012
t_334,user_3406,merch_1025,device_1247,2874.17,2025-11-01T21:44:39.163012
t_335,user_400,merch_2322,device_146,3733.64,2025-12-05T11:46:30.163012
t_336,user_1439,merch_2205,device_59,1786.43,2025-12-12T08:20:49.163012
t_337,user_1031,merch_2285,device_1716,2541.03,2025-10-15T22:19:48.163012
t_338,user_2537,merch_747,device_344,3733.69,2025-10-08T21:07:06.163012
t_339,user_3893,merch_249,device_1098,420.02,2025-11-15T15:40:51.163012
t_340,user_2900,merch_1749,device_33,805.1,2025-11-14T20:27:12.163012
t_341,user_3507,merch_2276,device_1156,1459.25,2025-11-21T05:43:03.163012
t_342,user_2688,merch_1948,device_274,6480.45,2025-12-08T02:22:07.163012
t_343,user_3289,merch_813,device_987,1087.44,2025-10-15T17:09:57.163012
t_344,user_2849,merch_2008,device_1658,351.22,2025-10-18T18:52:47.163012
t_345,user_1912,merch_1305,device_1704,2237.28,2025-10-05T17:08:03.163012
t_346,user_2616,merch_1481,device_1416,1290.03,2025-10-08T10:12:37.163012
t_347,user_3151,merch_749,device_782,768.62,2025-10-10T03:33:06.163012
t_348,user_1054,merch_111,device_1542,974.29,2025-11-07T16:35:18.163012
t_349,user_1135,merch_2030,device_141,3847.58,2025-11-14T20:27:02.163012
t_350,user_1591,merch_1664,device_1069,703.06,2025-11-14T12:23:55.178713
t_351,user_1057,merch_1833,device_785,3282.4,2025-12-17T20:44:31.178713
t_352,user_728,merch_704,device_1265,1211.75,2025-11-05T09:54:04.178713
